일자|시간|구분,공급량
2019-01-13 20 B,2591.1445
2019-01-13 21 B,2530.951
2019-01-13 22 B,2467.8176
2019-01-13 23 B,2311.3096
2019-01-13 24 B,2169.4622
2019-01-14 01 B,2083.6667
2019-01-14 02 B,1816.0188
2019-01-14 03 B,1654.6796
2019-01-14 04 B,1646.5153
2019-01-14 05 B,1784.0876
2019-01-14 06 B,1861.5159
2019-01-14 07 B,1983.7825
2019-01-14 08 B,2326.0613
2019-01-14 09 B,2500.3757
2019-01-14 10 B,2459.9763
2019-01-14 11 B,2365.6335
2019-01-14 12 B,2173.9536
2019-01-14 13 B,1999.7201
2019-01-14 14 B,1913.2717
2019-01-14 15 B,1784.3228
2019-01-14 16 B,1769.2977
2019-01-14 17 B,1839.4183
2019-01-14 18 B,2011.5807
2019-01-14 19 B,2232.3003
2019-01-14 20 B,2339.4053
2019-01-14 21 B,2283.839
2019-01-14 22 B,2214.4548
2019-01-14 23 B,2068.4287
2019-01-14 24 B,1922.3861
2019-01-15 01 B,1709.205
2019-01-15 02 B,1447.6117
2019-01-15 03 B,1348.7246
2019-01-15 04 B,1348.2355
2019-01-15 05 B,1499.44
2019-01-15 06 B,1620.3905
2019-01-15 07 B,1839.9807
2019-01-15 08 B,2194.5818
2019-01-15 09 B,2372.3564
2019-01-15 10 B,2258.5027
2019-01-15 11 B,2143.1418
2019-01-15 12 B,1960.8976
2019-01-15 13 B,1790.5499
2019-01-15 14 B,1727.6222
2019-01-15 15 B,1605.5016
2019-01-15 16 B,1579.9957
2019-01-15 17 B,1634.018
2019-01-15 18 B,1827.3666
2019-01-15 19 B,2082.0093
2019-01-15 20 B,2214.372
2019-01-15 21 B,2177.2253
2019-01-15 22 B,2114.911
2019-01-15 23 B,2002.9109
2019-01-15 24 B,1863.1654
2019-01-16 01 B,1641.5541
2019-01-16 02 B,1400.0189
2019-01-16 03 B,1303.1913
2019-01-16 04 B,1324.5187
2019-01-16 05 B,1476.6273
2019-01-16 06 B,1619.2758
2019-01-16 07 B,1884.8463
2019-01-16 08 B,2226.441
2019-01-16 09 B,2395.4578
2019-01-16 10 B,2239.0098
2019-01-16 11 B,2126.5571
2019-01-16 12 B,1929.8584
2019-01-16 13 B,1753.3196
2019-01-16 14 B,1686.6031
2019-01-16 15 B,1573.3735
2019-01-16 16 B,1545.0684
2019-01-16 17 B,1596.4861
2019-01-16 18 B,1778.2327
2019-01-16 19 B,2030.1078
2019-01-16 20 B,2159.2861
2019-01-16 21 B,2132.824
2019-01-16 22 B,2079.1963
2019-01-16 23 B,1964.4471
2019-01-16 24 B,1839.9298
2019-01-17 01 B,1587.5834
2019-01-17 02 B,1328.9935
2019-01-17 03 B,1228.1094
2019-01-17 04 B,1224.9382
2019-01-17 05 B,1376.2323
2019-01-17 06 B,1499.1515
2019-01-17 07 B,1724.2361
2019-01-17 08 B,2059.334
2019-01-17 09 B,2236.0662
2019-01-17 10 B,2092.6152
2019-01-17 11 B,1976.9255
2019-01-17 12 B,1765.0978
2019-01-17 13 B,1613.3925
2019-01-17 14 B,1547.0243
2019-01-17 15 B,1419.2245
2019-01-17 16 B,1388.74
2019-01-17 17 B,1446.3145
2019-01-17 18 B,1636.1636
2019-01-17 19 B,1900.7449
2019-01-17 20 B,2040.017
2019-01-17 21 B,2020.9592
2019-01-17 22 B,1962.6031
2019-01-17 23 B,1854.031
2019-01-17 24 B,1735.6261
2019-01-18 01 B,1539.4213
2019-01-18 02 B,1288.1047
2019-01-18 03 B,1177.9329
2019-01-18 04 B,1168.3998
2019-01-18 05 B,1312.8546
2019-01-18 06 B,1436.1544
2019-01-18 07 B,1646.2719
2019-01-18 08 B,1997.7203
2019-01-18 09 B,2196.1335
2019-01-18 10 B,2083.2131
2019-01-18 11 B,1984.6764
2019-01-18 12 B,1787.9681
2019-01-18 13 B,1648.069
2019-01-18 14 B,1584.6055
2019-01-18 15 B,1470.0771
2019-01-18 16 B,1458.7726
2019-01-18 17 B,1540.045
2019-01-18 18 B,1726.1561
2019-01-18 19 B,1992.2882
2019-01-18 20 B,2149.59
2019-01-18 21 B,2131.0698
2019-01-18 22 B,2068.286
2019-01-18 23 B,1941.5425
2019-01-18 24 B,1832.2257
2019-01-19 01 B,1609.5568
2019-01-19 02 B,1367.5565
2019-01-19 03 B,1263.6395
2019-01-19 04 B,1274.1512
2019-01-19 05 B,1434.0994
2019-01-19 06 B,1573.7552
2019-01-19 07 B,1835.3846
2019-01-19 08 B,2243.4941
2019-01-19 09 B,2359.674
2019-01-19 10 B,2172.2778
2019-01-19 11 B,2015.4193
2019-01-19 12 B,1790.9043
2019-01-19 13 B,1643.7002
2019-01-19 14 B,1581.936
2019-01-19 15 B,1454.2998
2019-01-19 16 B,1420.2327
2019-01-19 17 B,1490.3855
2019-01-19 18 B,1676.0972
2019-01-19 19 B,1931.4995
2019-01-19 20 B,2092.2788
2019-01-19 21 B,2083.4143
2019-01-19 22 B,2030.2062
2019-01-19 23 B,1911.1812
2019-01-19 24 B,1794.1176
2019-01-20 01 B,1639.4298
2019-01-20 02 B,1404.0842
2019-01-20 03 B,1290.4539
2019-01-20 04 B,1277.8201
2019-01-20 05 B,1394.1481
2019-01-20 06 B,1461.7712
2019-01-20 07 B,1595.5759
2019-01-20 08 B,1925.203
2019-01-20 09 B,2119.446
2019-01-20 10 B,2031.8927
2019-01-20 11 B,1932.3756
2019-01-20 12 B,1699.5107
2019-01-20 13 B,1554.6921
2019-01-20 14 B,1491.018
2019-01-20 15 B,1362.0267
2019-01-20 16 B,1325.011
2019-01-20 17 B,1394.1095
2019-01-20 18 B,1586.5015
2019-01-20 19 B,1848.7032
2019-01-20 20 B,1993.3556
2019-01-20 21 B,1959.0726
2019-01-20 22 B,1898.9382
2019-01-20 23 B,1803.5662
2019-01-20 24 B,1694.7667
2019-01-21 01 B,1595.8982
2019-01-21 02 B,1351.7812
2019-01-21 03 B,1240.8646
2019-01-21 04 B,1230.1755
2019-01-21 05 B,1366.1647
2019-01-21 06 B,1446.6714
2019-01-21 07 B,1542.472
2019-01-21 08 B,1889.9304
2019-01-21 09 B,2101.5317
2019-01-21 10 B,2025.2513
2019-01-21 11 B,1931.0393
2019-01-21 12 B,1720.9166
2019-01-21 13 B,1580.8068
2019-01-21 14 B,1537.8542
2019-01-21 15 B,1417.712
2019-01-21 16 B,1393.5991
2019-01-21 17 B,1477.188
2019-01-21 18 B,1664.7125
2019-01-21 19 B,1943.3508
2019-01-21 20 B,2077.1023
2019-01-21 21 B,2044.3984
2019-01-21 22 B,1943.71
2019-01-21 23 B,1836.7736
2019-01-21 24 B,1727.7256
2019-01-22 01 B,1574.8274
2019-01-22 02 B,1349.274
2019-01-22 03 B,1260.5201
2019-01-22 04 B,1271.7596
2019-01-22 05 B,1436.1783
2019-01-22 06 B,1591.3876
2019-01-22 07 B,1846.9723
2019-01-22 08 B,2268.038
2019-01-22 09 B,2405.531
2019-01-22 10 B,2264.1462
2019-01-22 11 B,2148.771
2019-01-22 12 B,1971.188
2019-01-22 13 B,1841.3184
2019-01-22 14 B,1801.6182
2019-01-22 15 B,1681.0411
2019-01-22 16 B,1676.3174
2019-01-22 17 B,1786.2443
2019-01-22 18 B,1981.9893
2019-01-22 19 B,2269.8052
2019-01-22 20 B,2424.766
2019-01-22 21 B,2400.3374
2019-01-22 22 B,2371.111
2019-01-22 23 B,2305.2244
2019-01-22 24 B,2197.7654
2019-01-23 01 B,1982.7416
2019-01-23 02 B,1803.1885
2019-01-23 03 B,1721.6576
2019-01-23 04 B,1726.8634
2019-01-23 05 B,1961.9124
2019-01-23 06 B,2174.4607
2019-01-23 07 B,2509.503
2019-01-23 08 B,2956.2058
2019-01-23 09 B,3078.6301
2019-01-23 10 B,2876.1838
2019-01-23 11 B,2727.4717
2019-01-23 12 B,2540.4143
2019-01-23 13 B,2379.815
2019-01-23 14 B,2325.018
2019-01-23 15 B,2202.1406
2019-01-23 16 B,2201.8557
2019-01-23 17 B,2326.1936
2019-01-23 18 B,2544.358
2019-01-23 19 B,2861.4153
2019-01-23 20 B,3045.781
2019-01-23 21 B,3026.983
2019-01-23 22 B,3019.5688
2019-01-23 23 B,2939.727
2019-01-23 24 B,2825.139
2019-01-24 01 B,2570.363
2019-01-24 02 B,2294.965
2019-01-24 03 B,2189.9128
2019-01-24 04 B,2199.0354
2019-01-24 05 B,2356.1487
2019-01-24 06 B,2550.7659
2019-01-24 07 B,2814.6682
2019-01-24 08 B,3213.9158
2019-01-24 09 B,3391.3762
2019-01-24 10 B,3180.5366
2019-01-24 11 B,3042.9927
2019-01-24 12 B,2827.0442
2019-01-24 13 B,2659.3804
2019-01-24 14 B,2596.7803
2019-01-24 15 B,2476.7188
2019-01-24 16 B,2452.329
2019-01-24 17 B,2585.927
2019-01-24 18 B,2800.0054
2019-01-24 19 B,3122.1997
2019-01-24 20 B,3282.7742
2019-01-24 21 B,3256.349
2019-01-24 22 B,3242.398
2019-01-24 23 B,3146.982
2019-01-24 24 B,3017.984
2019-01-25 01 B,2745.7485
2019-01-25 02 B,2483.9446
2019-01-25 03 B,2314.2583
2019-01-25 04 B,2343.0522
2019-01-25 05 B,2494.3906
2019-01-25 06 B,2674.3535
2019-01-25 07 B,2970.8975
2019-01-25 08 B,3360.6724
2019-01-25 09 B,3539.3896
2019-01-25 10 B,3304.5425
2019-01-25 11 B,3154.2507
2019-01-25 12 B,2933.0496
2019-01-25 13 B,2753.8213
2019-01-25 14 B,2694.0251
2019-01-25 15 B,2582.047
2019-01-25 16 B,2554.3909
2019-01-25 17 B,2695.6096
2019-01-25 18 B,2924.0974
2019-01-25 19 B,3221.9807
2019-01-25 20 B,3395.737
2019-01-25 21 B,3380.036
2019-01-25 22 B,3337.7783
2019-01-25 23 B,3256.3848
2019-01-25 24 B,3131.2263
2019-01-26 01 B,2862.1582
2019-01-26 02 B,2616.0625
2019-01-26 03 B,2449.9202
2019-01-26 04 B,2477.0813
2019-01-26 05 B,2648.3425
2019-01-26 06 B,2857.087
2019-01-26 07 B,3170.4954
2019-01-26 08 B,3569.3496
2019-01-26 09 B,3719.3845
2019-01-26 10 B,3490.176
2019-01-26 11 B,3322.3362
2019-01-26 12 B,3100.261
2019-01-26 13 B,2925.295
2019-01-26 14 B,2856.8557
2019-01-26 15 B,2716.3647
2019-01-26 16 B,2672.9756
2019-01-26 17 B,2780.1938
2019-01-26 18 B,2977.1826
2019-01-26 19 B,3238.8972
2019-01-26 20 B,3434.0461
2019-01-26 21 B,3412.1985
2019-01-26 22 B,3354.3926
2019-01-26 23 B,3234.6858
2019-01-26 24 B,3077.2349
2019-01-27 01 B,2897.7913
2019-01-27 02 B,2624.348
2019-01-27 03 B,2402.2664
2019-01-27 04 B,2431.4036
2019-01-27 05 B,2558.7754
2019-01-27 06 B,2654.1929
2019-01-27 07 B,2827.0317
2019-01-27 08 B,3147.4822
2019-01-27 09 B,3361.5195
2019-01-27 10 B,3228.0962
2019-01-27 11 B,3082.6653
2019-01-27 12 B,2845.6318
2019-01-27 13 B,2651.2754
2019-01-27 14 B,2583.384
2019-01-27 15 B,2434.55
2019-01-27 16 B,2376.5105
2019-01-27 17 B,2459.2852
2019-01-27 18 B,2643.6602
2019-01-27 19 B,2898.4297
2019-01-27 20 B,3051.7832
2019-01-27 21 B,3001.1
2019-01-27 22 B,2902.3748
2019-01-27 23 B,2787.928
2019-01-27 24 B,2660.7256
2019-01-28 01 B,2458.1128
2019-01-28 02 B,2172.5134
2019-01-28 03 B,2003.6993
2019-01-28 04 B,2027.2726
2019-01-28 05 B,2158.8274
2019-01-28 06 B,2228.7078
2019-01-28 07 B,2358.847
2019-01-28 08 B,2689.7239
2019-01-28 09 B,2855.8335
2019-01-28 10 B,2780.3472
2019-01-28 11 B,2645.3196
2019-01-28 12 B,2465.233
2019-01-28 13 B,2314.759
2019-01-28 14 B,2278.7402
2019-01-28 15 B,2178.9424
2019-01-28 16 B,2174.1545
2019-01-28 17 B,2302.9258
2019-01-28 18 B,2524.0823
2019-01-28 19 B,2787.6592
2019-01-28 20 B,2942.4932
2019-01-28 21 B,2910.5613
2019-01-28 22 B,2835.5962
2019-01-28 23 B,2727.0261
2019-01-28 24 B,2578.5405
2019-01-29 01 B,2404.0435
2019-01-29 02 B,2144.634
2019-01-29 03 B,2034.4153
2019-01-29 04 B,2061.0752
2019-01-29 05 B,2249.618
2019-01-29 06 B,2428.8364
2019-01-29 07 B,2684.265
2019-01-29 08 B,3083.4175
2019-01-29 09 B,3234.0083
2019-01-29 10 B,3058.409
2019-01-29 11 B,2932.2002
2019-01-29 12 B,2737.596
2019-01-29 13 B,2591.8945
2019-01-29 14 B,2531.608
2019-01-29 15 B,2411.5881
2019-01-29 16 B,2388.2363
2019-01-29 17 B,2489.2053
2019-01-29 18 B,2701.0999
2019-01-29 19 B,2954.5652
2019-01-29 20 B,3124.8494
2019-01-29 21 B,3096.643
2019-01-29 22 B,3020.3452
2019-01-29 23 B,2903.102
2019-01-29 24 B,2756.0042
2019-01-30 01 B,2460.284
2019-01-30 02 B,2200.5894
2019-01-30 03 B,2083.7666
2019-01-30 04 B,2100.3901
2019-01-30 05 B,2266.8486
2019-01-30 06 B,2441.035
2019-01-30 07 B,2740.5
2019-01-30 08 B,3119.317
2019-01-30 09 B,3255.692
2019-01-30 10 B,3015.3005
2019-01-30 11 B,2787.4722
2019-01-30 12 B,2552.824
2019-01-30 13 B,2394.1616
2019-01-30 14 B,2329.9397
2019-01-30 15 B,2218.3955
2019-01-30 16 B,2193.1843
2019-01-30 17 B,2284.3992
2019-01-30 18 B,2476.4438
2019-01-30 19 B,2699.2026
2019-01-30 20 B,2842.9712
2019-01-30 21 B,2808.1775
2019-01-30 22 B,2749.2976
2019-01-30 23 B,2616.058
2019-01-30 24 B,2491.851
2019-01-31 01 B,2151.0527
2019-01-31 02 B,1870.1451
2019-01-31 03 B,1738.6617
2019-01-31 04 B,1745.2222
2019-01-31 05 B,1907.0067
2019-01-31 06 B,2087.6787
2019-01-31 07 B,2369.6643
2019-01-31 08 B,2790.1238
2019-01-31 09 B,2915.285
2019-01-31 10 B,2724.292
2019-01-31 11 B,2583.831
2019-01-31 12 B,2408.549
2019-01-31 13 B,2261.4556
2019-01-31 14 B,2204.5457
2019-01-31 15 B,2100.781
2019-01-31 16 B,2057.5742
2019-01-31 17 B,2124.7615
2019-01-31 18 B,2302.047
2019-01-31 19 B,2587.6963
2019-01-31 20 B,2767.1096
2019-01-31 21 B,2736.911
2019-01-31 22 B,2690.2336
2019-01-31 23 B,2557.0464
2019-01-31 24 B,2430.735
2019-02-01 01 B,2183.1943
2019-02-01 02 B,1926.254
2019-02-01 03 B,1808.7952
2019-02-01 04 B,1822.735
2019-02-01 05 B,1989.2318
2019-02-01 06 B,2146.785
2019-02-01 07 B,2448.6135
2019-02-01 08 B,2905.3242
2019-02-01 09 B,2937.7249
2019-02-01 10 B,2731.2651
2019-02-01 11 B,2540.9165
2019-02-01 12 B,2288.7188
2019-02-01 13 B,2113.567
2019-02-01 14 B,2038.8519
2019-02-01 15 B,1909.2339
2019-02-01 16 B,1854.7272
2019-02-01 17 B,1926.1879
2019-02-01 18 B,2131.746
2019-02-01 19 B,2466.9844
2019-02-01 20 B,2681.5698
2019-02-01 21 B,2685.9526
2019-02-01 22 B,2615.1663
2019-02-01 23 B,2485.3442
2019-02-01 24 B,2353.7842
2019-02-02 01 B,2118.9717
2019-02-02 02 B,1852.3187
2019-02-02 03 B,1750.3358
2019-02-02 04 B,1784.6371
2019-02-02 05 B,1950.4462
2019-02-02 06 B,2124.2449
2019-02-02 07 B,2467.2344
2019-02-02 08 B,2925.609
2019-02-02 09 B,3004.6836
2019-02-02 10 B,2732.1064
2019-02-02 11 B,2507.126
2019-02-02 12 B,2247.197
2019-02-02 13 B,2056.8452
2019-02-02 14 B,1975.324
2019-02-02 15 B,1845.4913
2019-02-02 16 B,1775.0519
2019-02-02 17 B,1841.8232
2019-02-02 18 B,2034.2375
2019-02-02 19 B,2368.2952
2019-02-02 20 B,2577.9724
2019-02-02 21 B,2583.0635
2019-02-02 22 B,2505.9058
2019-02-02 23 B,2373.9475
2019-02-02 24 B,2259.8892
2019-02-03 01 B,2126.0356
2019-02-03 02 B,1856.2571
2019-02-03 03 B,1730.9427
2019-02-03 04 B,1753.5386
2019-02-03 05 B,1901.545
2019-02-03 06 B,2043.7467
2019-02-03 07 B,2220.365
2019-02-03 08 B,2634.7476
2019-02-03 09 B,2789.9124
2019-02-03 10 B,2671.5513
2019-02-03 11 B,2589.2463
2019-02-03 12 B,2345.7676
2019-02-03 13 B,2181.898
2019-02-03 14 B,2107.981
2019-02-03 15 B,1991.1582
2019-02-03 16 B,1981.3115
2019-02-03 17 B,2059.3813
2019-02-03 18 B,2268.7754
2019-02-03 19 B,2610.4607
2019-02-03 20 B,2787.2896
2019-02-03 21 B,2782.8027
2019-02-03 22 B,2714.9924
2019-02-03 23 B,2609.0454
2019-02-03 24 B,2529.2178
2019-02-04 01 B,2368.1216
2019-02-04 02 B,2100.5872
2019-02-04 03 B,1937.9283
2019-02-04 04 B,1945.9623
2019-02-04 05 B,2091.5374
2019-02-04 06 B,2195.2725
2019-02-04 07 B,2314.594
2019-02-04 08 B,2663.5952
2019-02-04 09 B,2824.4365
2019-02-04 10 B,2761.4219
2019-02-04 11 B,2705.7034
2019-02-04 12 B,2480.2253
2019-02-04 13 B,2338.2776
2019-02-04 14 B,2288.2761
2019-02-04 15 B,2170.443
2019-02-04 16 B,2158.1006
2019-02-04 17 B,2238.2024
2019-02-04 18 B,2429.9963
2019-02-04 19 B,2742.302
2019-02-04 20 B,2905.3699
2019-02-04 21 B,2896.9365
2019-02-04 22 B,2822.3892
2019-02-04 23 B,2696.4304
2019-02-04 24 B,2616.553
2019-02-05 01 B,2359.05
2019-02-05 02 B,2103.2021
2019-02-05 03 B,1981.6957
2019-02-05 04 B,2009.2694
2019-02-05 05 B,2169.383
2019-02-05 06 B,2357.005
2019-02-05 07 B,2644.5566
2019-02-05 08 B,3073.724
2019-02-05 09 B,3186.3088
2019-02-05 10 B,3014.5337
2019-02-05 11 B,2900.2979
2019-02-05 12 B,2657.1199
2019-02-05 13 B,2501.7634
2019-02-05 14 B,2444.0354
2019-02-05 15 B,2318.0796
2019-02-05 16 B,2303.3127
2019-02-05 17 B,2389.6433
2019-02-05 18 B,2604.5713
2019-02-05 19 B,2946.143
2019-02-05 20 B,3117.813
2019-02-05 21 B,3139.3154
2019-02-05 22 B,3078.9163
2019-02-05 23 B,2947.7607
2019-02-05 24 B,2848.1775
2019-02-06 01 B,2561.166
2019-02-06 02 B,2295.7598
2019-02-06 03 B,2161.5994
2019-02-06 04 B,2187.865
2019-02-06 05 B,2354.5103
2019-02-06 06 B,2530.648
2019-02-06 07 B,2832.123
2019-02-06 08 B,3261.252
2019-02-06 09 B,3343.269
2019-02-06 10 B,3122.8147
2019-02-06 11 B,2978.6743
2019-02-06 12 B,2714.633
2019-02-06 13 B,2551.105
2019-02-06 14 B,2484.7925
2019-02-06 15 B,2350.1626
2019-02-06 16 B,2330.1318
2019-02-06 17 B,2409.248
2019-02-06 18 B,2625.6077
2019-02-06 19 B,2974.9404
2019-02-06 20 B,3166.2417
2019-02-06 21 B,3198.792
2019-02-06 22 B,3159.073
2019-02-06 23 B,3025.3513
2019-02-06 24 B,2918.4863
2019-02-07 01 B,2571.3213
2019-02-07 02 B,2301.6367
2019-02-07 03 B,2179.824
2019-02-07 04 B,2189.192
2019-02-07 05 B,2351.3406
2019-02-07 06 B,2537.6548
2019-02-07 07 B,2815.1602
2019-02-07 08 B,3203.8281
2019-02-07 09 B,3299.8916
2019-02-07 10 B,3059.5088
2019-02-07 11 B,2880.1199
2019-02-07 12 B,2608.759
2019-02-07 13 B,2436.3628
2019-02-07 14 B,2362.508
2019-02-07 15 B,2230.2568
2019-02-07 16 B,2195.9219
2019-02-07 17 B,2259.928
2019-02-07 18 B,2458.9846
2019-02-07 19 B,2781.337
2019-02-07 20 B,2967.4968
2019-02-07 21 B,2971.2947
2019-02-07 22 B,2916.679
2019-02-07 23 B,2793.6504
2019-02-07 24 B,2643.7285
2019-02-08 01 B,2338.8557
2019-02-08 02 B,2070.709
2019-02-08 03 B,1943.4524
2019-02-08 04 B,1967.357
2019-02-08 05 B,2121.376
2019-02-08 06 B,2293.081
2019-02-08 07 B,2569.5618
2019-02-08 08 B,2961.3074
2019-02-08 09 B,3068.761
2019-02-08 10 B,2816.2559
2019-02-08 11 B,2651.9358
2019-02-08 12 B,2387.5356
2019-02-08 13 B,2214.5408
2019-02-08 14 B,2148.467
2019-02-08 15 B,2021.5848
2019-02-08 16 B,1989.4226
2019-02-08 17 B,2055.5437
2019-02-08 18 B,2262.8699
2019-02-08 19 B,2578.5176
2019-02-08 20 B,2760.3254
2019-02-08 21 B,2759.851
2019-02-08 22 B,2685.6536
2019-02-08 23 B,2580.228
2019-02-08 24 B,2439.1038
2019-02-09 01 B,2153.9946
2019-02-09 02 B,1885.6667
2019-02-09 03 B,1755.6058
2019-02-09 04 B,1772.0677
2019-02-09 05 B,1932.2808
2019-02-09 06 B,2089.0986
2019-02-09 07 B,2376.4434
2019-02-09 08 B,2768.1287
2019-02-09 09 B,2867.6697
2019-02-09 10 B,2651.9214
2019-02-09 11 B,2514.1238
2019-02-09 12 B,2253.348
2019-02-09 13 B,2080.7869
2019-02-09 14 B,2004.9833
2019-02-09 15 B,1851.2225
2019-02-09 16 B,1809.0698
2019-02-09 17 B,1878.3845
2019-02-09 18 B,2053.5874
2019-02-09 19 B,2356.4807
2019-02-09 20 B,2539.7585
2019-02-09 21 B,2528.3499
2019-02-09 22 B,2437.9265
2019-02-09 23 B,2308.0544
2019-02-09 24 B,2166.5024
2019-02-10 01 B,1956.22
2019-02-10 02 B,1692.7009
2019-02-10 03 B,1542.9559
2019-02-10 04 B,1542.7689
2019-02-10 05 B,1668.766
2019-02-10 06 B,1766.1089
2019-02-10 07 B,1986.8989
2019-02-10 08 B,2324.586
2019-02-10 09 B,2492.3135
2019-02-10 10 B,2377.1187
2019-02-10 11 B,2274.6296
2019-02-10 12 B,2032.604
2019-02-10 13 B,1892.5479
2019-02-10 14 B,1867.7
2019-02-10 15 B,1751.088
2019-02-10 16 B,1746.6862
2019-02-10 17 B,1823.6119
2019-02-10 18 B,2021.787
2019-02-10 19 B,2331.3247
2019-02-10 20 B,2518.0955
2019-02-10 21 B,2516.386
2019-02-10 22 B,2438.463
2019-02-10 23 B,2335.45
2019-02-10 24 B,2226.0671
2019-02-11 01 B,2097.1057
2019-02-11 02 B,1840.477
2019-02-11 03 B,1707.3508
2019-02-11 04 B,1722.7976
2019-02-11 05 B,1841.8292
2019-02-11 06 B,1956.9275
2019-02-11 07 B,2121.5293
2019-02-11 08 B,2453.8645
2019-02-11 09 B,2627.9092
2019-02-11 10 B,2536.373
2019-02-11 11 B,2431.9053
2019-02-11 12 B,2197.1125
2019-02-11 13 B,2068.573
2019-02-11 14 B,2011.188
2019-02-11 15 B,1905.2891
2019-02-11 16 B,1916.7031
2019-02-11 17 B,1993.4587
2019-02-11 18 B,2184.2966
2019-02-11 19 B,2460.3977
2019-02-11 20 B,2614.4192
2019-02-11 21 B,2603.0654
2019-02-11 22 B,2533.8835
2019-02-11 23 B,2428.4233
2019-02-11 24 B,2313.3608
2019-02-12 01 B,2219.0366
2019-02-12 02 B,1966.4142
2019-02-12 03 B,1832.9854
2019-02-12 04 B,1869.0585
2019-02-12 05 B,2011.4834
2019-02-12 06 B,2201.0422
2019-02-12 07 B,2520.3506
2019-02-12 08 B,2948.5166
2019-02-12 09 B,3014.562
2019-02-12 10 B,2818.734
2019-02-12 11 B,2687.3345
2019-02-12 12 B,2428.6333
2019-02-12 13 B,2286.4155
2019-02-12 14 B,2212.1887
2019-02-12 15 B,2072.0818
2019-02-12 16 B,2046.0345
2019-02-12 17 B,2115.8726
2019-02-12 18 B,2295.4058
2019-02-12 19 B,2585.501
2019-02-12 20 B,2742.595
2019-02-12 21 B,2726.857
2019-02-12 22 B,2660.3513
2019-02-12 23 B,2555.8938
2019-02-12 24 B,2412.579
2019-02-13 01 B,2151.9905
2019-02-13 02 B,1900.525
2019-02-13 03 B,1768.0243
2019-02-13 04 B,1789.8286
2019-02-13 05 B,1934.7418
2019-02-13 06 B,2093.893
2019-02-13 07 B,2347.0105
2019-02-13 08 B,2730.6018
2019-02-13 09 B,2825.277
2019-02-13 10 B,2612.324
2019-02-13 11 B,2469.4788
2019-02-13 12 B,2222.693
2019-02-13 13 B,2060.4758
2019-02-13 14 B,1978.7876
2019-02-13 15 B,1844.6471
2019-02-13 16 B,1807.7954
2019-02-13 17 B,1860.3711
2019-02-13 18 B,2024.0149
2019-02-13 19 B,2290.1255
2019-02-13 20 B,2416.802
2019-02-13 21 B,2387.612
2019-02-13 22 B,2341.7627
2019-02-13 23 B,2243.041
2019-02-13 24 B,2122.1301
2019-02-14 01 B,1835.9637
2019-02-14 02 B,1589.4598
2019-02-14 03 B,1452.0477
2019-02-14 04 B,1463.6606
2019-02-14 05 B,1594.0336
2019-02-14 06 B,1716.5017
2019-02-14 07 B,1930.1266
2019-02-14 08 B,2289.5605
2019-02-14 09 B,2427.0137
2019-02-14 10 B,2265.79
2019-02-14 11 B,2145.9602
2019-02-14 12 B,1913.7421
2019-02-14 13 B,1777.0898
2019-02-14 14 B,1692.9818
2019-02-14 15 B,1567.4037
2019-02-14 16 B,1531.6299
2019-02-14 17 B,1585.6106
2019-02-14 18 B,1751.671
2019-02-14 19 B,2026.3905
2019-02-14 20 B,2155.1714
2019-02-14 21 B,2106.9084
2019-02-14 22 B,2072.7153
2019-02-14 23 B,1980.1041
2019-02-14 24 B,1874.9357
2019-02-15 01 B,1689.6467
2019-02-15 02 B,1442.2489
2019-02-15 03 B,1306.208
2019-02-15 04 B,1315.1213
2019-02-15 05 B,1437.8506
2019-02-15 06 B,1545.6464
2019-02-15 07 B,1721.421
2019-02-15 08 B,2065.1902
2019-02-15 09 B,2199.4568
2019-02-15 10 B,2049.2588
2019-02-15 11 B,1959.2584
2019-02-15 12 B,1750.1035
2019-02-15 13 B,1609.1915
2019-02-15 14 B,1548.9021
2019-02-15 15 B,1431.5736
2019-02-15 16 B,1399.5709
2019-02-15 17 B,1448.6879
2019-02-15 18 B,1596.5178
2019-02-15 19 B,1868.8896
2019-02-15 20 B,1998.8647
2019-02-15 21 B,1960.6073
2019-02-15 22 B,1929.1411
2019-02-15 23 B,1843.1156
2019-02-15 24 B,1745.0735
2019-02-16 01 B,1600.7914
2019-02-16 02 B,1364.3589
2019-02-16 03 B,1241.8444
2019-02-16 04 B,1283.3052
2019-02-16 05 B,1397.6162
2019-02-16 06 B,1503.1934
2019-02-16 07 B,1702.1354
2019-02-16 08 B,2051.146
2019-02-16 09 B,2140.8618
2019-02-16 10 B,1925.62
2019-02-16 11 B,1838.5553
2019-02-16 12 B,1611.9257
2019-02-16 13 B,1471.394
2019-02-16 14 B,1402.2384
2019-02-16 15 B,1295.6841
2019-02-16 16 B,1269.0353
2019-02-16 17 B,1314.6565
2019-02-16 18 B,1460.2915
2019-02-16 19 B,1737.5072
2019-02-16 20 B,1866.4167
2019-02-16 21 B,1837.3141
2019-02-16 22 B,1809.545
2019-02-16 23 B,1731.2161
2019-02-16 24 B,1652.5568
2019-02-17 01 B,1680.0955
2019-02-17 02 B,1445.4185
2019-02-17 03 B,1319.4594
2019-02-17 04 B,1332.2843
2019-02-17 05 B,1437.5195
2019-02-17 06 B,1536.7317
2019-02-17 07 B,1662.1492
2019-02-17 08 B,2025.1635
2019-02-17 09 B,2171.7039
2019-02-17 10 B,2063.636
2019-02-17 11 B,1983.2773
2019-02-17 12 B,1769.6237
